Species,Temp.value,Temp.treatment,Replicate,Date_hour,Time_hour,Absorbance
Bigelowiellia natans,30,high,BnR6,2025-06-22T09:00:00Z,139,0.05909999832510948
Bigelowiellia natans,30,high,BnR7,2025-06-22T09:00:00Z,139,0.05640000104904175
Bigelowiellia natans,30,high,BnR8,2025-06-22T09:00:00Z,139,0.0560000017285347
Bigelowiellia natans,30,high,BnR9,2025-06-22T09:00:00Z,139,0.05480000004172325
Bigelowiellia natans,30,high,BnR10,2025-06-22T09:00:00Z,139,0.0560000017285347
Bigelowiellia natans,30,high,BnR11,2025-06-22T09:00:00Z,139,0.05889999866485596
Bigelowiellia natans,30,high,BnR12,2025-06-22T09:00:00Z,139,0.05649999901652336
Bigelowiellia natans,18,opt,BnR2,2025-06-22T17:00:00Z,147,0.08910000324249268
Bigelowiellia natans,18,opt,BnR4,2025-06-22T17:00:00Z,147,0.08110000193119049
Bigelowiellia natans,18,opt,BnR5,2025-06-22T17:00:00Z,147,0.0917000025510788
Bigelowiellia natans,18,opt,BnR6,2025-06-22T17:00:00Z,147,0.0869000032544136
Bigelowiellia natans,18,opt,BnR7,2025-06-22T17:00:00Z,147,0.08500000089406967
Bigelowiellia natans,18,opt,BnR8,2025-06-22T17:00:00Z,147,0.07900000363588333
Bigelowiellia natans,18,opt,BnR9,2025-06-22T17:00:00Z,147,0.07900000363588333
Bigelowiellia natans,18,opt,BnR10,2025-06-22T17:00:00Z,147,0.07930000126361847
Bigelowiellia natans,18,opt,BnR12,2025-06-22T17:00:00Z,147,0.07850000262260437
Bigelowiellia natans,30,high,BnR3,2025-06-22T17:00:00Z,147,0.05730000138282776
Bigelowiellia natans,30,high,BnR4,2025-06-22T17:00:00Z,147,0.05389999970793724
Bigelowiellia natans,30,high,BnR5,2025-06-22T17:00:00Z,147,0.05490000173449516
Bigelowiellia natans,30,high,BnR6,2025-06-22T17:00:00Z,147,0.05869999900460243
Bigelowiellia natans,30,high,BnR7,2025-06-22T17:00:00Z,147,0.0560000017285347
Bigelowiellia natans,30,high,BnR8,2025-06-22T17:00:00Z,147,0.05570000037550926
Bigelowiellia natans,30,high,BnR9,2025-06-22T17:00:00Z,147,0.05429999902844429
Bigelowiellia natans,30,high,BnR10,2025-06-22T17:00:00Z,147,0.056299999356269836
Bigelowiellia natans,30,high,BnR11,2025-06-22T17:00:00Z,147,0.05849999934434891
Bigelowiellia natans,30,high,BnR12,2025-06-22T17:00:00Z,147,0.056299999356269836
Bigelowiellia natans,14,low,BnR1,2025-06-23T12:00:00Z,166,0.06480000168085098
Bigelowiellia natans,14,low,BnR2,2025-06-23T12:00:00Z,166,0.06650000065565109
Bigelowiellia natans,14,low,BnR3,2025-06-23T12:00:00Z,166,0.06599999964237213
Bigelowiellia natans,14,low,BnR4,2025-06-23T12:00:00Z,166,0.06390000134706497
Bigelowiellia natans,14,low,BnR5,2025-06-23T12:00:00Z,166,0.06360000371932983
Bigelowiellia natans,14,low,BnR6,2025-06-23T12:00:00Z,166,0.06379999965429306
Bigelowiellia natans,14,low,BnR7,2025-06-23T12:00:00Z,166,0.0617000013589859
Bigelowiellia natans,14,low,BnR8,2025-06-23T12:00:00Z,166,0.06319999694824219
Bigelowiellia natans,14,low,BnR9,2025-06-23T12:00:00Z,166,0.06040000170469284
Bigelowiellia natans,14,low,BnR10,2025-06-23T12:00:00Z,166,0.061799999326467514
Bigelowiellia natans,14,low,BnR12,2025-06-23T12:00:00Z,166,0.06210000067949295
Bigelowiellia natans,18,opt,BnR2,2025-06-23T12:00:00Z,166,0.0877000018954277
Bigelowiellia natans,18,opt,BnR4,2025-06-23T12:00:00Z,166,0.07970000058412552
Bigelowiellia natans,18,opt,BnR5,2025-06-23T12:00:00Z,166,0.09000000357627869
Bigelowiellia natans,18,opt,BnR6,2025-06-23T12:00:00Z,166,0.08590000122785568
Bigelowiellia natans,18,opt,BnR7,2025-06-23T12:00:00Z,166,0.08370000123977661
Bigelowiellia natans,18,opt,BnR8,2025-06-23T12:00:00Z,166,0.0778999999165535
Bigelowiellia natans,18,opt,BnR9,2025-06-23T12:00:00Z,166,0.07769999653100967
Bigelowiellia natans,18,opt,BnR10,2025-06-23T12:00:00Z,166,0.0786999985575676
Bigelowiellia natans,18,opt,BnR12,2025-06-23T12:00:00Z,166,0.07769999653100967
Bigelowiellia natans,30,high,BnR3,2025-06-23T12:00:00Z,166,0.05689999833703041
Bigelowiellia natans,30,high,BnR4,2025-06-23T12:00:00Z,166,0.05380000174045563
Bigelowiellia natans,30,high,BnR5,2025-06-23T12:00:00Z,166,0.05460000038146973
Bigelowiellia natans,30,high,BnR6,2025-06-23T12:00:00Z,166,0.05820000171661377
Bigelowiellia natans,30,high,BnR7,2025-06-23T12:00:00Z,166,0.055799998342990875
Bigelowiellia natans,30,high,BnR8,2025-06-23T12:00:00Z,166,0.055399999022483826
Bigelowiellia natans,30,high,BnR9,2025-06-23T12:00:00Z,166,0.054099999368190765
Bigelowiellia natans,30,high,BnR10,2025-06-23T12:00:00Z,166,0.0560000017285347
Bigelowiellia natans,30,high,BnR11,2025-06-23T12:00:00Z,166,0.057999998331069946
Bigelowiellia natans,30,high,BnR12,2025-06-23T12:00:00Z,166,0.055799998342990875
Bigelowiellia natans,14,low,BnR1,2025-06-24T10:00:00Z,188,0.06759999692440033
Bigelowiellia natans,14,low,BnR2,2025-06-24T10:00:00Z,188,0.06880000233650208
Bigelowiellia natans,14,low,BnR3,2025-06-24T10:00:00Z,188,0.06750000268220901
Bigelowiellia natans,14,low,BnR4,2025-06-24T10:00:00Z,188,0.06549999862909317
Bigelowiellia natans,14,low,BnR5,2025-06-24T10:00:00Z,188,0.0649000033736229
Bigelowiellia natans,14,low,BnR6,2025-06-24T10:00:00Z,188,0.0658000037074089
Bigelowiellia natans,14,low,BnR7,2025-06-24T10:00:00Z,188,0.06239999830722809
Bigelowiellia natans,14,low,BnR8,2025-06-24T10:00:00Z,188,0.06369999796152115
Bigelowiellia natans,14,low,BnR9,2025-06-24T10:00:00Z,188,0.060600001364946365
Bigelowiellia natans,14,low,BnR10,2025-06-24T10:00:00Z,188,0.06310000270605087
Bigelowiellia natans,14,low,BnR12,2025-06-24T10:00:00Z,188,0.06239999830722809
Bigelowiellia natans,18,opt,BnR2,2025-06-24T09:00:00Z,187,0.08799999952316284
Bigelowiellia natans,18,opt,BnR4,2025-06-24T09:00:00Z,187,0.07909999787807465
Bigelowiellia natans,18,opt,BnR5,2025-06-24T09:00:00Z,187,0.08900000154972076
Bigelowiellia natans,18,opt,BnR6,2025-06-24T09:00:00Z,187,0.08579999953508377
Bigelowiellia natans,18,opt,BnR7,2025-06-24T09:00:00Z,187,0.08299999684095383
Bigelowiellia natans,18,opt,BnR8,2025-06-24T09:00:00Z,187,0.07699999958276749
Bigelowiellia natans,18,opt,BnR9,2025-06-24T09:00:00Z,187,0.07720000296831131
Bigelowiellia natans,18,opt,BnR10,2025-06-24T09:00:00Z,187,0.07800000160932541
Bigelowiellia natans,18,opt,BnR12,2025-06-24T09:00:00Z,187,0.07800000160932541
Bigelowiellia natans,30,high,BnR3,2025-06-24T10:00:00Z,188,0.057100001722574234
Bigelowiellia natans,30,high,BnR4,2025-06-24T10:00:00Z,188,0.053700000047683716
Bigelowiellia natans,30,high,BnR5,2025-06-24T10:00:00Z,188,0.05460000038146973
Bigelowiellia natans,30,high,BnR6,2025-06-24T10:00:00Z,188,0.05810000002384186
Bigelowiellia natans,30,high,BnR7,2025-06-24T10:00:00Z,188,0.05570000037550926
Bigelowiellia natans,30,high,BnR8,2025-06-24T10:00:00Z,188,0.0551999993622303
Bigelowiellia natans,30,high,BnR9,2025-06-24T10:00:00Z,188,0.05389999970793724
Bigelowiellia natans,30,high,BnR10,2025-06-24T10:00:00Z,188,0.05570000037550926
Bigelowiellia natans,30,high,BnR11,2025-06-24T10:00:00Z,188,0.057500001043081284
Bigelowiellia natans,30,high,BnR12,2025-06-24T10:00:00Z,188,0.05559999868273735
Bigelowiellia natans,14,low,BnR1,2025-06-25T10:00:00Z,212,0.06859999895095825
Bigelowiellia natans,14,low,BnR2,2025-06-25T10:00:00Z,212,0.06960000097751617
Bigelowiellia natans,14,low,BnR3,2025-06-25T10:00:00Z,212,0.06870000064373016
Bigelowiellia natans,14,low,BnR4,2025-06-25T10:00:00Z,212,0.06679999828338623
Bigelowiellia natans,14,low,BnR5,2025-06-25T10:00:00Z,212,0.06509999930858612
Bigelowiellia natans,14,low,BnR6,2025-06-25T10:00:00Z,212,0.06710000336170197
Bigelowiellia natans,14,low,BnR7,2025-06-25T10:00:00Z,212,0.06239999830722809
Bigelowiellia natans,14,low,BnR8,2025-06-25T10:00:00Z,212,0.06400000303983688
Bigelowiellia natans,14,low,BnR9,2025-06-25T10:00:00Z,212,0.06030000001192093
Bigelowiellia natans,14,low,BnR10,2025-06-25T10:00:00Z,212,0.0632999986410141
Bigelowiellia natans,14,low,BnR12,2025-06-25T10:00:00Z,212,0.06239999830722809
Bigelowiellia natans,18,opt,BnR2,2025-06-25T09:00:00Z,211,0.08900000154972076
Bigelowiellia natans,18,opt,BnR4,2025-06-25T09:00:00Z,211,0.07919999957084656
Bigelowiellia natans,18,opt,BnR5,2025-06-25T09:00:00Z,211,0.08900000154972076
Bigelowiellia natans,18,opt,BnR6,2025-06-25T09:00:00Z,211,0.08669999986886978
Bigelowiellia natans,18,opt,BnR7,2025-06-25T09:00:00Z,211,0.0835999995470047
Bigelowiellia natans,18,opt,BnR8,2025-06-25T09:00:00Z,211,0.07670000195503235
Bigelowiellia natans,18,opt,BnR9,2025-06-25T09:00:00Z,211,0.07580000162124634
Bigelowiellia natans,18,opt,BnR10,2025-06-25T09:00:00Z,211,0.0794999971985817
Bigelowiellia natans,18,opt,BnR12,2025-06-25T09:00:00Z,211,0.07750000059604645
Bigelowiellia natans,30,high,BnR3,2025-06-25T10:00:00Z,212,0.05649999901652336
Bigelowiellia natans,30,high,BnR4,2025-06-25T10:00:00Z,212,0.05350000038743019
Bigelowiellia natans,30,high,BnR5,2025-06-25T10:00:00Z,212,0.0544000007212162
Bigelowiellia natans,30,high,BnR6,2025-06-25T10:00:00Z,212,0.05770000070333481
Bigelowiellia natans,30,high,BnR7,2025-06-25T10:00:00Z,212,0.055399999022483826
Bigelowiellia natans,30,high,BnR8,2025-06-25T10:00:00Z,212,0.0551999993622303
Bigelowiellia natans,30,high,BnR9,2025-06-25T10:00:00Z,212,0.05380000174045563
Bigelowiellia natans,30,high,BnR10,2025-06-25T10:00:00Z,212,0.05530000105500221
Bigelowiellia natans,30,high,BnR11,2025-06-25T10:00:00Z,212,0.057100001722574234
Bigelowiellia natans,30,high,BnR12,2025-06-25T10:00:00Z,212,0.055399999022483826
Bigelowiellia natans,14,low,BnR1,2025-06-25T15:00:00Z,217,0.06960000097751617
Bigelowiellia natans,14,low,BnR2,2025-06-25T15:00:00Z,217,0.0697999969124794
Bigelowiellia natans,14,low,BnR3,2025-06-25T15:00:00Z,217,0.0681999996304512
Bigelowiellia natans,14,low,BnR4,2025-06-25T15:00:00Z,217,0.0674000009894371
Bigelowiellia natans,14,low,BnR5,2025-06-25T15:00:00Z,217,0.06539999693632126
Bigelowiellia natans,14,low,BnR6,2025-06-25T15:00:00Z,217,0.06750000268220901
Bigelowiellia natans,14,low,BnR7,2025-06-25T15:00:00Z,217,0.06260000169277191
Bigelowiellia natans,14,low,BnR8,2025-06-25T15:00:00Z,217,0.06440000236034393
Bigelowiellia natans,14,low,BnR9,2025-06-25T15:00:00Z,217,0.06040000170469284
Bigelowiellia natans,14,low,BnR10,2025-06-25T15:00:00Z,217,0.06390000134706497
Bigelowiellia natans,14,low,BnR12,2025-06-25T15:00:00Z,217,0.06289999932050705
Bigelowiellia natans,18,opt,BnR2,2025-06-25T15:00:00Z,217,0.09070000052452087
Bigelowiellia natans,18,opt,BnR4,2025-06-25T15:00:00Z,217,0.07989999651908875
Bigelowiellia natans,18,opt,BnR5,2025-06-25T15:00:00Z,217,0.08869999647140503
Bigelowiellia natans,18,opt,BnR6,2025-06-25T15:00:00Z,217,0.08749999850988388
Bigelowiellia natans,18,opt,BnR7,2025-06-25T15:00:00Z,217,0.08380000293254852
Bigelowiellia natans,18,opt,BnR8,2025-06-25T15:00:00Z,217,0.07729999721050262
Bigelowiellia natans,18,opt,BnR9,2025-06-25T15:00:00Z,217,0.07590000331401825
Bigelowiellia natans,18,opt,BnR10,2025-06-25T15:00:00Z,217,0.08009999990463257
Bigelowiellia natans,18,opt,BnR12,2025-06-25T15:00:00Z,217,0.07769999653100967
Bigelowiellia natans,30,high,BnR3,2025-06-25T15:00:00Z,217,0.0568000003695488
Bigelowiellia natans,30,high,BnR4,2025-06-25T15:00:00Z,217,0.05339999869465828
Bigelowiellia natans,30,high,BnR5,2025-06-25T15:00:00Z,217,0.0544000007212162
Bigelowiellia natans,30,high,BnR6,2025-06-25T15:00:00Z,217,0.057500001043081284
Bigelowiellia natans,30,high,BnR7,2025-06-25T15:00:00Z,217,0.054999999701976776
Bigelowiellia natans,30,high,BnR8,2025-06-25T15:00:00Z,217,0.05530000105500221
Bigelowiellia natans,30,high,BnR9,2025-06-25T15:00:00Z,217,0.053700000047683716
Bigelowiellia natans,30,high,BnR10,2025-06-25T15:00:00Z,217,0.05490000173449516
Bigelowiellia natans,30,high,BnR11,2025-06-25T15:00:00Z,217,0.05689999833703041
Bigelowiellia natans,30,high,BnR12,2025-06-25T15:00:00Z,217,0.0551999993622303
