"Species","Strain","Temp.treatment","Temp.value","Replicate","Fitness","y0","y0_lm","lag","r2"
"Aphanomyces euteiches","RB84","low",14,"RB84R2",0.007381921,0.105899997055531,0.041433751,127.121304672509,0.997405622718923
"Aphanomyces euteiches","RB84","low",14,"RB84R4",0.008879109,0.100400000810623,0.0517937612848487,74.5449231462295,0.996427287156489
"Aphanomyces euteiches","RB84","low",14,"RB84R5",0.00847741,0.104699999094009,0.04025516,112.753892759837,0.979737302726944
"Aphanomyces euteiches","RB84","low",14,"RB84R6",0.006547919,0.109300002455711,0.0530112545290143,110.507199144237,0.998771813158456
"Aphanomyces euteiches","RB84","low",14,"RB84R7",0.007485075,0.097800002,0.044136897,106.295329634813,0.995379339376374
"Aphanomyces euteiches","RB84","low",14,"RB84R8",0.006990371,0.098999999,0.044685235,113.796068740776,0.997169351904206
"Aphanomyces euteiches","RB84","low",14,"RB84R9",0.007314278,0.111000001430511,0.0470017154492696,117.488853069613,0.984305717899623
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R1",0.0192195926387985,0.096500002,0.055145161,29.1147701828882,0.996320898094086
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R10",0.0148693593558987,0.111000001430511,0.075569748,25.8568079199082,0.999008677140586
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R11",0.0178399691399832,0.101599998772144,0.065568976,24.5482968878936,0.997905663
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R12",0.0156948689501364,0.099200003,0.077753618,15.5205476314846,0.997157189023307
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R2",0.0171215493854043,0.106700003147125,0.068097624,26.2288680405117,0.997456864608023
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R3",0.0164759269295241,0.096500002,0.072131866,17.6649912542114,0.99812956825704
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R4",0.0177406497209768,0.100900001823902,0.062561857,26.9423146873472,0.996627316596705
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R5",0.0155322953245643,0.097400002,0.077660907,14.5808600148778,0.996458694
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R6",0.0162039676582129,0.10700000077486,0.069490264,26.6380555250199,0.996172106612019
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R7",0.0191313597641254,0.090700001,0.056498747,24.7415190424309,0.998680495489018
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R8",0.0144540701613004,0.0999,0.084021398,11.9757398527764,0.996820019411364
"Aphanomyces euteiches","Fifi46","medium.low",22,"Fifi46R9",0.0164137394729235,0.105200000107288,0.069249631,25.475333643437,0.9974368
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R1",0.022124838,0.099200003,0.0399230342368349,41.1385877058954,0.996646002657128
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R10",0.0196097710378173,0.111100003123283,0.04651107,44.4033933895831,0.998884869761274
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R11",0.0223145131245902,0.098099999,0.039823987,40.4005204304348,0.995349337230824
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R12",0.019400922,0.102399997413158,0.052552652,34.3834748734704,0.996793802706145
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R2",0.0199908632006401,0.103900000452995,0.053208806,33.4755423727421,0.995628549
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R3",0.0227668603405337,0.088399999,0.03289663,43.418447942837,0.996366747847782
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R4",0.0211583031964549,0.0995,0.048072006,34.3816627347861,0.995669654
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R5",0.0186552733228579,0.098800004,0.04692156,39.9147393490733,0.994350410551373
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R6",0.0209136538753807,0.103799998760223,0.045833349,39.0870953475882,0.993977560625711
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R7",0.0202640412042961,0.090300001,0.0382391357209472,42.4040781700608,0.995021699507742
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R8",0.0207565777627868,0.099399999,0.0418798007340077,41.6421475321979,0.997302760427741
"Aphanomyces euteiches","RB84","medium.low",22,"RB84R9",0.017022103,0.108400002121925,0.0556257974039246,39.1949825228633,0.995573416537353
