"species","population","round","colour","Temp.treatment","Temp.value","plate","dispersion_id","gender_egg_wave_1","days_until_adult","place_adult_female","n_eggs_on_A","n_eggs_on_bridge","Num.disp","total.N","n_survivors","n_males_egg_wave_2","n_females_egg_wave_2","Issue","Fitness","fitness_with_disp"
"T. urticae","Mar","B","G","high",36,"Mar 36 B","5","female",6,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","B","G","high",36,"Mar 36 B","/","female",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","B","G","high",36,"Mar 36 B","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","B","G","high",36,"Mar 36 B","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","C","G","low",24,"Beis C  24 C","/","male",11,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","C","G","opt",30,"Beis C  30 C","1","female",7,"B",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","C","G","opt",30,"Beis C  30 C","2","female",7,"A",30,0,0,30,25,25,0,"","0","0"
"T. urticae","Beis C ","C","G","opt",30,"Beis C  30 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","1","female",9,"A",25,0,0,25,0,0,0,"","0","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","2","female",9,"A",21,0,0,21,4,4,0,"","0","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","3","female",9,"A",23,0,0,23,6,3,3,"","0,333333333","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","4","female",9,"Death on A",16,0,0,16,5,0,5,"","0,555555556","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","5","female",9,"A",19,0,0,19,7,1,6,"","0,666666667","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","6","female",9,"B",18,0,6,24,12,1,11,"","1,222222222","0,305555556"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","7","female",9,"A",22,0,0,22,13,10,3,"","0,333333333","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","8","female",9,"B",12,0,9,21,15,2,13,"","1,444444444","0,619047619"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","9","female",9,"A",14,0,6,20,16,4,12,"","1,333333333","0,4"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","10","female",9,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","11","female",9,"A",24,0,0,24,16,5,11,"","1,222222222","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","12","female",9,"A",31,0,0,31,18,7,11,"","1,222222222","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","13","female",10,"Death on A",15,0,0,15,0,0,0,"Leaves were dry => survival lower?","0","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","14","female",10,"A",23,0,0,23,3,3,0,"Leaves were dry => survival lower?","0","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","15","female",10,"A",30,0,0,30,7,6,1,"Leaves were dry => survival lower?","0,1","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","16","female",10,"A",16,0,0,16,2,1,1,"Leaves were dry => survival lower?","0,1","0"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","female",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","low",24,"Led-5 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","1","female",6,"weg???",46,0,0,46,20,6,14,"","2,333333333","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","2","female",6,"A",45,0,0,45,24,5,19,"","3,166666667","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","3","female",6,"A",54,0,0,54,30,1,29,"","4,833333333","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","4","female",6,"A",54,0,0,54,21,21,0,"","0","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","5","female",6,"A",43,0,0,43,25,3,22,"","3,666666667","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","6","female",6,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","7","female",6,"A",47,0,0,47,25,4,21,"","3,5","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","8","female",6,"B",0,0,46,46,31,7,24,"","4","4"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","9","female",7,"weg???",6,0,0,6,5,3,2,"","0,285714286","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","10","female",7,"B",0,0,36,36,14,6,8,"","1,142857143","1,142857143"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","11","female",7,"weg???",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","12","female",7,"A",35,0,0,35,8,2,6,"","0,857142857","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","13","female",7,"A",24,0,0,24,13,1,12,"","1,714285714","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","14","female",7,"A",33,0,0,33,27,7,20,"","2,857142857","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","15","female",7,"A",24,0,0,24,15,3,12,"","1,714285714","0"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","16","female",7,"B",28,0,5,33,18,4,14,"","2","0,303030303"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","opt",30,"Led-5 30 C","/","female",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","1","female",7,"On cotton next to B",3,0,1,4,2,2,0,"","0","0"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","2","female",7,"weg???",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","3","female",7,"A",9,0,0,9,1,1,0,"","0","0"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","4","female",7,"A",1,0,0,1,1,1,0,"","0","0"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","5","female",8,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","6","female",8,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","7","female",9,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","8","female",9,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","9","female",9,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","10","female",9,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","11","female",9,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","12","female",11,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","C","G","high",36,"Led-5 36 C","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","1","female",9,"A",1,0,0,1,1,1,0,"vervelling aanwezig, was nog niet volwassen on moment on dispresie werd gezet","0","0"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","2","female",11,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","3","female",11,"A",18,0,0,18,8,7,1,"","0,090909091","0"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","4","female",11,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","5","female",12,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","low",24,"Lux 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","1","female",7,"On cotton next to A",29,0,0,29,19,9,10,"","1,428571429","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","2","female",7,"A",32,0,0,32,18,2,16,"","2,285714286","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","3","female",7,"On cotton next to A",32,0,0,32,13,6,7,"","1","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","4","female",7,"On cotton next to A",9,0,0,9,7,2,5,"","0,714285714","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","5","female",7,"A",3,0,0,3,3,1,2,"","0,285714286","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","6","female",7,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","7","female",7,"A",17,0,0,17,2,0,2,"","0,285714286","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","8","female",7,"A",19,0,0,19,4,2,2,"","0,285714286","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","9","female",7,"A",28,0,0,28,5,2,3,"","0,428571429","0"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","opt",30,"Lux 30 C","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","1","female",7,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","2","female",7,"A",9,0,0,9,0,0,0,"","0","0"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","3","female",7,"weg???",4,0,0,4,0,0,0,"","0","0"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","4","female",7,"A",8,0,0,8,0,0,0,"","0","0"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","5","female",9,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","6","female",9,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","7","female",10,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","C","G","high",36,"Lux 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","1","female",12,"A",5,0,0,5,0,0,0,"Leaves were dry => survival lower?","0","0"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","2","female",12,"A",0,0,0,0,2,2,0,"","0","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","3","female",13,"A",6,0,0,6,0,0,0,"","0","0"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","4","female",13,"A",2,0,0,2,0,0,0,"","0","0"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","1","female",7,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","2","female",7,"A",14,0,0,14,15,5,10,"","1,428571429","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","3","female",7,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","4","female",7,"A",12,0,0,12,8,2,6,"","0,857142857","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","5","female",7,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","6","female",7,"Death on A",6,0,0,6,3,1,2,"","0,285714286","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","7","female",7,"A",4,0,0,4,3,1,2,"","0,285714286","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","1","female",7,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","2","female",8,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","1","female",6,"A",21,0,0,21,16,10,6,"","1","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","2","female",7,"A",40,0,0,40,26,7,19,"","2,714285714","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","3","female",7,"A",29,0,0,29,22,7,15,"","2,142857143","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","4","female",7,"A",35,0,0,35,26,6,20,"","2,857142857","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","5","female",7,"A",23,0,0,23,17,4,13,"","1,857142857","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","6","female",7,"weg???",11,0,0,11,7,0,7,"","1","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","7","female",7,"A",42,0,0,42,33,9,24,"","3,428571429","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","8","female",9,"weg???",37,0,0,37,25,5,20,"","2,222222222","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","1","female",8,"A",3,0,0,3,0,0,0,"","0","0"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","2","female",10,"On cotton next to B",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","3","female",11,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","4","female",12,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","/","male",13,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","low",24,"Led-5 24 D","1","female",11,"B",2,0,29,31,20,20,0,"","0","0"
"T. urticae","Led-5","D","G","low",24,"Led-5 24 D","2","female",11,"On cotton next to A",16,0,0,16,11,11,0,"","0","0"
"T. urticae","Led-5","D","G","low",24,"Led-5 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","opt",30,"Led-5 30 D","1","female",9,"On cotton next to A",1,0,0,1,1,1,0,"","0","0"
"T. urticae","Led-5","D","G","opt",30,"Led-5 30 D","2","female",9,"A",32,0,0,32,20,20,0,"","0","0"
"T. urticae","Led-5","D","G","high",36,"Led-5 36 D","/","female",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","high",36,"Led-5 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","high",36,"Led-5 36 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","1","female",10,"A",16,0,0,16,10,4,6,"","0,6","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","2","female",10,"weg???",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","3","female",11,"A",1,0,0,1,1,1,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","4","female",11,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","5","female",11,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","6","female",11,"On cotton next to A",20,0,0,20,9,4,5,"","0,454545455","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","7","female",11,"A",11,0,0,11,6,1,5,"","0,454545455","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","8","female",11,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","9","female",11,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","10","female",11,"On bridge",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","11","female",11,"On cotton next to A",0,0,13,13,6,3,3,"","0,272727273","0,272727273"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","12","female",11,"B",12,0,1,13,6,3,3,"","0,272727273","0,020979021"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","13","female",12,"A",4,0,0,4,3,3,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
