Species,Strain,Temp.treatment,Temp.value,Replicate,Fitness,y0,y0_lm,lag,r2
Aphanomyces euteiches,RB84,low,14,RB84R6,0.006547918892528336,0.10930000245571136,0.053011254529014284,110.50719914423661,0.9987718131584561
Aphanomyces euteiches,RB84,low,14,RB84R7,0.007485074762894979,0.09780000150203705,0.04413689716890602,106.29532963481314,0.9953793393763738
Aphanomyces euteiches,RB84,low,14,RB84R8,0.006990370769852087,0.0989999994635582,0.0446852349200754,113.79606874077636,0.9971693519042061
Aphanomyces euteiches,RB84,low,14,RB84R9,0.007314277838136997,0.11100000143051147,0.047001715449269565,117.48885306961331,0.9843057178996234
Aphanomyces euteiches,RB84,opt,22,RB84R1,0.02212483795085719,0.09920000284910202,0.039923034236834895,41.138587705895375,0.9966460026571277
Aphanomyces euteiches,RB84,opt,22,RB84R10,0.019609771037817317,0.11110000312328339,0.04651106992137351,44.40339338958312,0.9988848697612739
Aphanomyces euteiches,RB84,opt,22,RB84R11,0.022314513124590155,0.09809999912977219,0.0398239868059146,40.40052043043484,0.9953493372308242
Aphanomyces euteiches,RB84,opt,22,RB84R12,0.01940092205550304,0.10239999741315842,0.05255265247578586,34.38347487347036,0.9967938027061453
Aphanomyces euteiches,RB84,opt,22,RB84R2,0.019990863200640127,0.1039000004529953,0.05320880628514386,33.47554237274209,0.995628548633661
Aphanomyces euteiches,RB84,opt,22,RB84R3,0.022766860340533688,0.08839999884366989,0.03289662983985029,43.418447942837034,0.9963667478477821
Aphanomyces euteiches,RB84,opt,22,RB84R4,0.021158303196454942,0.09950000047683716,0.04807200564290289,34.381662734786076,0.995669653983716
Aphanomyces euteiches,RB84,opt,22,RB84R5,0.018655273322857886,0.09880000352859497,0.04692155985859446,39.91473934907327,0.9943504105513726
Aphanomyces euteiches,RB84,opt,22,RB84R6,0.020913653875380696,0.10379999876022339,0.04583334924923199,39.08709534758824,0.9939775606257106
Aphanomyces euteiches,RB84,opt,22,RB84R7,0.020264041204296146,0.09030000120401382,0.038239135720947184,42.40407817006084,0.9950216995077424
Aphanomyces euteiches,RB84,opt,22,RB84R8,0.020756577762786787,0.09939999878406525,0.041879800734007704,41.642147532197946,0.9973027604277414
Aphanomyces euteiches,RB84,opt,22,RB84R9,0.01702210308312329,0.10840000212192535,0.055625797403924634,39.19498252286329,0.9955734165373533
Aphanomyces euteiches,RB84,high,26,RB84R1,0.01827469872979362,0.10159999877214432,0.06167723139803227,27.31255320454238,0.9989449401882927
Aphanomyces euteiches,RB84,high,26,RB84R10,0.016903141395679333,0.11680000275373459,0.07929546047852785,22.91184832534986,0.997859783681593
Aphanomyces euteiches,RB84,high,26,RB84R11,0.01928521306422428,0.09600000083446503,0.06272024401651304,22.07203685739073,0.9985407498335488
Aphanomyces euteiches,RB84,high,26,RB84R12,0.017954262484612633,0.10300000011920929,0.06714784045038719,23.829005919076845,0.9983044155160062
Aphanomyces euteiches,RB84,high,26,RB84R2,0.017878670913701385,0.10170000046491623,0.06883111988593853,21.83447208772128,0.9986408947239053
Aphanomyces euteiches,RB84,high,26,RB84R3,0.020980635184445637,0.09030000120401382,0.053668632971803125,24.799476007803026,0.9986058596824524
Aphanomyces euteiches,RB84,high,26,RB84R4,0.019637239230709598,0.09920000284910202,0.0630138623539404,23.108304488696703,0.9979521368794215
Aphanomyces euteiches,RB84,high,26,RB84R5,0.017881448561702987,0.09650000184774399,0.055772729612808776,30.660714778819074,0.9977723084882494
Aphanomyces euteiches,RB84,high,26,RB84R6,0.019811891478674293,0.10419999808073044,0.06641802394031004,22.730976840492414,0.9971913770674421
Aphanomyces euteiches,RB84,high,26,RB84R7,0.019737474270036488,0.08760000020265579,0.05125509157362612,27.154742904845477,0.9988636843105613
Aphanomyces euteiches,RB84,high,26,RB84R8,0.02086557627472891,0.09929999709129333,0.05940867028488487,24.61975432101283,0.9965419301292108
Aphanomyces euteiches,RB84,high,26,RB84R9,0.020634267600727098,0.10279999673366547,0.05135516154771397,33.63433519222415,0.9974329826666656
