species;population;round;colour;Temp.treatment;Temp.value;plate;dispersion_id;gender_egg_wave_1;days_until_adult;place_adult_female;n_eggs_on_A;n_eggs_on_bridge;Num.disp;total.N;n_survivors;n_males_egg_wave_2;n_females_egg_wave_2;Issue;Fitness;fitness_with_disp
T. cinnabarinus;Trio;D;R;low;24;Trio 24 D;/;male;12;;;;;;;;;;#N/A;#N/A
T. cinnabarinus;Trio;D;R;low;24;Trio 24 D;/;male;12;;;;;;;;;;#N/A;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;1;female;6;A;24;0;0;24;0;0;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;2;female;6;A;14;0;0;14;1;1;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;3;female;7;A;25;0;0;25;9;0;9;;1,285714286;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;4;female;7;A;32;0;0;32;9;1;8;;1,142857143;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;5;female;7;Death on A;1;0;0;1;1;1;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;6;female;7;A;14;0;0;14;2;2;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;7;female;7;B;0;0;9;9;2;2;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;8;female;7;A;26;0;0;26;5;1;4;;0,571428571;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;9;female;7;A;4;0;0;4;0;0;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;10;female;7;A;17;0;0;17;6;2;4;;0,571428571;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;11;female;7;A;31;0;0;31;8;0;8;;1,142857143;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;12;female;7;On cotton next to A;0;0;0;0;0;0;0;;0;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;13;female;8;A;0;0;0;0;0;0;0;;0;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;14;female;8;A;2;0;0;2;0;0;0;;0;0
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;15;female;8;Death on A;0;0;0;0;0;0;0;;0;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;16;female;8;Death on A;0;0;0;0;0;0;0;;0;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;/;female;7;;;;;;;;;;#N/A;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;/;male;7;;;;;;;;;;#N/A;#N/A
T. cinnabarinus;Trio;D;R;opt;30;Trio 30 D;/;male;8;;;;;;;;;;#N/A;#N/A
T. cinnabarinus;Trio;D;R;high;36;Trio 36 D;1;female;7;Death on A;0;0;0;0;0;0;0;;0;#N/A
